hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,arrival_year,arrival_month_num,arrival_day,total_guests,total_nights,lead_time_category,is_cancelled,estimated_revenue
City Hotel,0,79,2016,October,43,21,4,7,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,172.23,0,1,Check-Out,2016-11-01,2016-10-21,2016,10,21,4.0,11,31-90 days,False,1894.53
City Hotel,0,190,2016,October,44,29,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,105.3,1,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,>90 days,False,315.9
City Hotel,0,225,2016,October,44,29,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,74.15,0,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,>90 days,False,222.45000000000002
City Hotel,0,5,2016,October,44,29,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,146.67,0,0,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,0-30 days,False,440.01
City Hotel,0,1,2016,October,45,31,1,0,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,0,Check-Out,2016-11-01,2016-10-31,2016,10,31,2.0,1,0-30 days,False,140.0
City Hotel,0,84,2016,October,45,30,2,0,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,80.1,0,2,Check-Out,2016-11-01,2016-10-30,2016,10,30,2.0,2,31-90 days,False,160.2
City Hotel,0,160,2016,October,45,30,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,113.4,0,2,Check-Out,2016-11-01,2016-10-30,2016,10,30,2.0,2,>90 days,False,226.8
City Hotel,0,171,2016,October,45,30,2,0,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,1,Check-Out,2016-11-01,2016-10-30,2016,10,30,3.0,2,>90 days,False,246.6
City Hotel,0,8,2016,October,44,29,2,1,1,1.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,92.66,0,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,0-30 days,False,277.98
City Hotel,0,0,2016,October,45,30,2,0,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,0.0,0,Transient,150.0,0,2,Check-Out,2016-11-01,2016-10-30,2016,10,30,1.0,2,0-30 days,False,300.0
City Hotel,0,8,2016,October,44,29,2,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,85.35,0,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,1.0,3,0-30 days,False,256.04999999999995
City Hotel,0,11,2016,October,44,29,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,2,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,0-30 days,False,420.0
City Hotel,0,175,2016,October,44,27,2,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83.0,0.0,0,Transient,78.88,0,0,Check-Out,2016-11-01,2016-10-27,2016,10,27,2.0,5,>90 days,False,394.4
City Hotel,0,120,2016,October,45,31,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,104.4,0,0,Check-Out,2016-11-01,2016-10-31,2016,10,31,2.0,1,>90 days,False,104.4
City Hotel,0,2,2016,October,44,24,3,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient,110.0,0,0,Check-Out,2016-11-01,2016-10-24,2016,10,24,2.0,8,0-30 days,False,880.0
City Hotel,0,0,2016,October,45,30,2,0,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,150.0,0,2,Check-Out,2016-11-01,2016-10-30,2016,10,30,1.0,2,0-30 days,False,300.0
City Hotel,0,8,2016,October,44,29,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,135.67,0,2,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,0-30 days,False,407.01
City Hotel,0,6,2016,October,44,27,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,128.0,0,1,Check-Out,2016-11-01,2016-10-27,2016,10,27,2.0,5,0-30 days,False,640.0
City Hotel,0,57,2016,October,45,30,2,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.1,0,1,Check-Out,2016-11-01,2016-10-30,2016,10,30,2.0,2,31-90 days,False,178.2
City Hotel,0,179,2016,October,44,28,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.9,0,1,Check-Out,2016-11-01,2016-10-28,2016,10,28,2.0,4,>90 days,False,363.6
City Hotel,0,242,2016,October,44,28,2,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,95.13,0,1,Check-Out,2016-11-01,2016-10-28,2016,10,28,3.0,4,>90 days,False,380.52
City Hotel,0,7,2016,October,44,28,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,100.1,0,1,Check-Out,2016-11-01,2016-10-28,2016,10,28,2.0,4,0-30 days,False,400.4
City Hotel,0,118,2016,October,44,29,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,104.4,0,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,>90 days,False,313.20000000000005
City Hotel,0,154,2016,October,45,31,1,0,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,78.99,0,2,Check-Out,2016-11-01,2016-10-31,2016,10,31,3.0,1,>90 days,False,78.99
City Hotel,0,3,2016,October,45,31,1,0,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,115.5,0,1,Check-Out,2016-11-01,2016-10-31,2016,10,31,1.0,1,0-30 days,False,115.5
City Hotel,0,184,2016,October,44,27,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,2,Check-Out,2016-11-01,2016-10-27,2016,10,27,3.0,5,>90 days,False,535.5
City Hotel,0,18,2016,October,45,30,2,0,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,0.0,0,Transient,103.18,0,1,Check-Out,2016-11-01,2016-10-30,2016,10,30,1.0,2,0-30 days,False,206.36
City Hotel,0,117,2016,October,44,28,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,2,Check-Out,2016-11-01,2016-10-28,2016,10,28,3.0,4,>90 days,False,493.2
City Hotel,0,54,2016,October,44,28,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,0.0,0,Transient,191.2,0,1,Check-Out,2016-11-01,2016-10-28,2016,10,28,2.0,4,31-90 days,False,764.8
City Hotel,0,177,2016,October,44,29,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,104.4,0,2,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,>90 days,False,313.20000000000005
City Hotel,0,195,2016,October,44,28,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,96.3,0,2,Check-Out,2016-11-01,2016-10-28,2016,10,28,2.0,4,>90 days,False,385.2
City Hotel,0,95,2016,October,45,30,2,0,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,85.5,0,1,Check-Out,2016-11-01,2016-10-30,2016,10,30,1.0,2,>90 days,False,171.0
City Hotel,0,165,2016,October,44,28,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,2,Check-Out,2016-11-01,2016-10-28,2016,10,28,3.0,4,>90 days,False,493.2
City Hotel,0,74,2016,October,45,31,1,0,3,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,K,0,No Deposit,9.0,0.0,0,Transient,123.3,0,0,Check-Out,2016-11-01,2016-10-31,2016,10,31,3.0,1,31-90 days,False,123.3
City Hotel,0,0,2016,October,45,31,1,0,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,C,0,No Deposit,0.0,0.0,0,Transient,120.0,0,2,Check-Out,2016-11-01,2016-10-31,2016,10,31,2.0,1,0-30 days,False,120.0
City Hotel,0,8,2016,October,44,29,2,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,126.67,0,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,0-30 days,False,380.01
City Hotel,0,95,2016,October,45,31,1,0,2,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,0.0,0,Transient,90.9,0,2,Check-Out,2016-11-01,2016-10-31,2016,10,31,2.0,1,>90 days,False,90.9
City Hotel,0,95,2016,October,45,31,1,0,2,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,99.9,1,1,Check-Out,2016-11-01,2016-10-31,2016,10,31,2.0,1,>90 days,False,99.9
City Hotel,0,0,2016,November,45,1,0,0,0,0.0,0,SC,PRT,Groups,TA/TO,1,0,0,A,K,1,No Deposit,37.0,0.0,0,Transient,0.0,0,0,Check-Out,2016-11-01,2016-11-01,2016,11,1,0.0,0,0-30 days,False,0.0
City Hotel,0,165,2016,October,44,28,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,104.4,0,3,Check-Out,2016-11-01,2016-10-28,2016,10,28,1.0,4,>90 days,False,417.6
City Hotel,0,3,2016,October,44,28,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,130.0,0,2,Check-Out,2016-11-01,2016-10-28,2016,10,28,2.0,4,0-30 days,False,520.0
City Hotel,0,3,2016,October,45,31,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,115.5,0,1,Check-Out,2016-11-01,2016-10-31,2016,10,31,1.0,1,0-30 days,False,115.5
City Hotel,0,7,2016,October,44,29,2,1,2,0.0,0,BB,NGA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,146.67,0,1,Check-Out,2016-11-01,2016-10-29,2016,10,29,2.0,3,0-30 days,False,440.01
City Hotel,0,0,2016,November,45,2,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,83.0,0.0,0,Transient,0.0,0,0,Check-Out,2016-11-02,2016-11-02,2016,11,2,1.0,0,0-30 days,False,0.0
City Hotel,0,21,2016,October,44,29,2,2,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,109.0,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,1.0,4,0-30 days,False,436.0
City Hotel,0,179,2016,October,44,28,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,2,Check-Out,2016-11-02,2016-10-28,2016,10,28,3.0,5,>90 days,False,535.5
City Hotel,0,226,2016,October,44,29,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,0.0,0,Transient-Party,70.0,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,280.0
City Hotel,0,226,2016,October,44,29,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient-Party,70.0,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,280.0
City Hotel,0,177,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159.0,0.0,0,Transient,90.9,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,272.70000000000005
City Hotel,0,37,2016,October,44,29,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,31-90 days,False,300.0
City Hotel,0,81,2016,October,45,30,2,1,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,79.8,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,239.39999999999998
City Hotel,0,3,2016,October,45,31,1,1,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,140.0,0,1,Check-Out,2016-11-02,2016-10-31,2016,10,31,1.0,2,0-30 days,False,280.0
City Hotel,0,20,2016,October,45,30,2,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,123.33,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,0-30 days,False,369.99
City Hotel,0,88,2016,October,45,30,2,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,75.4,0,3,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,226.20000000000002
City Hotel,0,9,2016,October,44,29,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,137.63,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,0-30 days,False,550.52
City Hotel,0,243,2016,October,44,29,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0.0,0,Transient-Party,81.76,0,3,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,327.04
City Hotel,0,241,2016,October,44,29,2,2,0,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0.0,0,Transient-Party,81.76,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,327.04
City Hotel,0,68,2016,October,45,30,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,96.6,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,289.79999999999995
City Hotel,0,58,2016,October,45,31,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,0.0,0,Transient,102.15,0,1,Check-Out,2016-11-02,2016-10-31,2016,10,31,2.0,2,31-90 days,False,204.3
City Hotel,0,8,2016,October,45,30,2,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,149.0,1,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,0-30 days,False,447.0
City Hotel,0,228,2016,October,45,30,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.3,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,279.9
City Hotel,0,224,2016,October,44,29,2,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,121.13,0,2,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,484.52
City Hotel,0,47,2016,October,45,31,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,14.0,0.0,0,Transient,135.44,1,0,Check-Out,2016-11-02,2016-10-31,2016,10,31,2.0,2,31-90 days,False,270.88
City Hotel,0,244,2016,October,45,30,2,1,2,0.0,0,SC,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,92.4,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,277.20000000000005
City Hotel,0,42,2016,October,45,31,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,127.5,0,1,Check-Out,2016-11-02,2016-10-31,2016,10,31,2.0,2,31-90 days,False,255.0
City Hotel,0,42,2016,October,45,31,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,118.5,0,1,Check-Out,2016-11-02,2016-10-31,2016,10,31,2.0,2,31-90 days,False,237.0
City Hotel,0,228,2016,October,45,30,2,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.3,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,1.0,3,>90 days,False,279.9
City Hotel,0,228,2016,October,45,30,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,87.9,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,263.70000000000005
City Hotel,0,68,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,96.6,0,2,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,289.79999999999995
City Hotel,0,0,2016,November,45,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0.0,0.0,0,Transient,160.0,0,0,Check-Out,2016-11-02,2016-11-01,2016,11,1,2.0,1,0-30 days,False,160.0
City Hotel,0,239,2016,October,44,29,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,101.58,0,3,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,406.32
City Hotel,0,33,2016,October,44,29,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,90.52,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,31-90 days,False,362.08
City Hotel,0,11,2016,October,45,30,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,133.33,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,0-30 days,False,399.99
City Hotel,0,98,2016,October,45,30,2,1,2,2.0,0,BB,SVN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,156.6,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,4.0,3,>90 days,False,469.79999999999995
City Hotel,0,98,2016,October,45,30,2,1,2,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.6,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,271.79999999999995
City Hotel,0,2,2016,October,45,30,2,1,1,0.0,0,BB,DZA,Aviation,Corporate,0,0,0,D,D,0,No Deposit,0.0,153.0,0,Transient,94.0,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,1.0,3,0-30 days,False,282.0
City Hotel,1,4,2017,April,14,8,2,1,1,0.0,0,BB,DZA,Aviation,Corporate,1,1,1,D,D,0,No Deposit,0.0,153.0,0,Transient,110.0,0,0,Canceled,2017-04-05,2017-04-08,2017,4,8,1.0,3,0-30 days,True,330.0
City Hotel,0,244,2016,October,45,30,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,68.25,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,204.75
City Hotel,0,258,2016,October,44,29,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,88.83,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,355.32
City Hotel,0,258,2016,October,44,29,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,88.83,0,2,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,355.32
City Hotel,0,46,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,225.0
City Hotel,0,135,2016,October,45,30,2,1,2,0.0,0,BB,HUN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83.0,0.0,0,Transient,78.65,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,>90 days,False,235.95000000000002
City Hotel,0,37,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,75.0,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,225.0
City Hotel,0,86,2016,October,44,29,2,2,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,157.0,0.0,0,Transient,83.3,0,0,Check-Out,2016-11-02,2016-10-29,2016,10,29,3.0,4,31-90 days,False,333.2
City Hotel,0,88,2016,October,44,29,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.68,0,1,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,31-90 days,False,362.72
City Hotel,0,18,2016,October,45,30,2,1,2,0.0,0,SC,BEL,Online TA,GDS,0,0,0,E,E,1,No Deposit,195.0,0.0,0,Transient,145.0,0,0,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,0-30 days,False,435.0
City Hotel,0,178,2016,October,44,28,2,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,162.9,0,2,Check-Out,2016-11-02,2016-10-28,2016,10,28,4.0,5,>90 days,False,814.5
City Hotel,0,160,2016,October,44,29,2,2,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,125.1,0,2,Check-Out,2016-11-02,2016-10-29,2016,10,29,2.0,4,>90 days,False,500.4
City Hotel,0,57,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,103.8,0,1,Check-Out,2016-11-02,2016-10-30,2016,10,30,2.0,3,31-90 days,False,311.4
City Hotel,0,0,2016,November,45,2,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,D,D,3,No Deposit,0.0,227.0,0,Group,84.0,0,0,Check-Out,2016-11-03,2016-11-02,2016,11,2,2.0,1,0-30 days,False,84.0
City Hotel,0,0,2016,November,45,3,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,E,1,No Deposit,0.0,219.0,0,Transient,0.0,0,1,Check-Out,2016-11-03,2016-11-03,2016,11,3,1.0,0,0-30 days,False,0.0
City Hotel,0,14,2017,April,16,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0.0,219.0,0,Transient,104.0,1,1,Check-Out,2017-04-20,2017-04-19,2017,4,19,1.0,1,0-30 days,False,104.0
City Hotel,0,48,2016,October,45,31,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,Check-Out,2016-11-03,2016-10-31,2016,10,31,2.0,3,31-90 days,False,225.0
City Hotel,0,34,2016,October,45,30,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,Check-Out,2016-11-03,2016-10-30,2016,10,30,2.0,4,31-90 days,False,300.0
City Hotel,0,70,2016,October,45,31,1,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.5,0,1,Check-Out,2016-11-03,2016-10-31,2016,10,31,2.0,3,31-90 days,False,238.5
City Hotel,0,28,2016,November,45,2,0,1,1,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,120.0,0,0,Check-Out,2016-11-03,2016-11-02,2016,11,2,1.0,1,0-30 days,False,120.0
City Hotel,0,48,2016,October,45,31,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,94.97,0,1,Check-Out,2016-11-03,2016-10-31,2016,10,31,2.0,3,31-90 days,False,284.90999999999997
City Hotel,0,17,2016,October,45,30,2,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0.0,0,Transient,153.62,0,1,Check-Out,2016-11-03,2016-10-30,2016,10,30,3.0,4,0-30 days,False,614.48
City Hotel,0,69,2016,October,45,30,2,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,95.85,0,2,Check-Out,2016-11-03,2016-10-30,2016,10,30,2.0,4,31-90 days,False,383.4
City Hotel,0,14,2016,November,45,2,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,100.0,0,1,Check-Out,2016-11-03,2016-11-02,2016,11,2,1.0,1,0-30 days,False,100.0
City Hotel,0,14,2016,November,45,2,0,1,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,100.0,0,1,Check-Out,2016-11-03,2016-11-02,2016,11,2,1.0,1,0-30 days,False,100.0
City Hotel,0,14,2016,November,45,2,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,109.0,0,1,Check-Out,2016-11-03,2016-11-02,2016,11,2,1.0,1,0-30 days,False,109.0
